Quarter,Global_Compliance,Political_Capital,Total_Fines_Collected,Avg_City_Attitude
1,9.42%,1.0000,0,0.304
2,17.01%,1.0000,0,0.112
3,16.73%,1.0000,0,0.087
4,15.86%,1.0000,0,0.085
5,15.96%,1.0000,0,0.087
6,15.86%,1.0000,0,0.089
7,15.32%,1.0000,0,0.090
8,15.61%,1.0000,0,0.093
9,15.74%,1.0000,0,0.095
10,15.69%,1.0000,0,0.096
11,15.74%,1.0000,0,0.097
12,15.76%,1.0000,0,0.098
13,15.44%,1.0000,0,0.098
